post_id,sentence,true_label,logits
19405861_gab,really alex jones believes that the arabs in israel need to return to jordan where they actually came from because that my two state solution israel and jordan done and done,normal,[-0.34841874  0.37189826  0.5627997 ]
19466930_gab,refugees will always feel threatened here in the us until they reject terrorists turn in the monsters in their communities adopt and support american laws and our constitution in other words assimilate until then refugees will feel threatened and rightly so their choice,offensive,[ 0.13647273 -0.05878313  0.28068882]
19514409_gab,illegal aliens should just be called enemy combatants they have killed more americans than the sand niggers have in all of our wars over there daca,hatespeech,[ 0.70615584 -0.6840885   0.16120717]
19526896_gab,what the fuck is a baba kamma there were not any jews back then i believe they were called hebrews just another semitic variety of sand nigger,hatespeech,[ 0.9146959  -0.87529355  0.01269212]
19580790_gab,broke jews control the world woke russia is funding the alt right and jared taylor richard spencer and generation identity are foot soldiers for a global russian nazi movement boomerlivesdontmatter,offensive,[-0.15416048  0.12519754  0.43619925]
19588901_gab,holly serial killer wtf are you retard 😨 😨 😨,offensive,[-0.2977479   0.12115283  1.2016345 ]
19619203_gab,a very important point this is why they want to demonize white ancestors so that we become disconnected from and reject the wonderful legacy of our own past and the incredible accomplishments of those who came before us,normal,[-0.1292448   0.30362192  0.29521015]
19626016_gab,blacks are much fatter in white societies but they complain a lot guess thats why they all want to move here we tried investing there but they ate all the missionaries and raped all the nuns they dont understand homosexuality,hatespeech,[-0.10469888  0.20619461  0.42780164]
1967858_gab,i find when i tell liberals about what is happening in europe with refugees and islamic invasion and how women girls m as well as young boys gays lgbt and everyone native in that country are being assaulted raped and abused it is very effective at turning liberals red trump pizzagate,hatespeech,[-0.6321331   0.9149079   0.40798563]
19787360_gab,the left just got caught in their own trap they promote islam and inter racial marriage mudsharks etc now they want to eliminate freedom of association and not mix it up you cannot fix stupid,offensive,[-0.15825045  0.27784246  0.326751  ]
19824299_gab,democrats forever the partyofslaves all they ever do is obstruct that so they can keep you in chains housenigger pimped out whores who keep the ghetto complacent slaveryisfreedom,hatespeech,[-0.33859795  0.24324556  0.83428466]
19832825_gab,how about a white farmer he grows corn and kicks nigger ass he cleans up south africa,hatespeech,[ 0.15551136  0.18184969 -0.05931827]
19842848_gab,if the greeks from <number> years ago could see the olympics now they d throw up it all about more msm promotion of gays blacks and those who hate whitey back then it was a statement of see do not mess with my country we will f you up,hatespeech,[-0.28868544  0.48885393  0.32377785]
19843335_gab,without the jews we would not have all those illegals and arabs ur gay,offensive,[-0.00571783 -0.11056939  0.62926805]
19927516_gab,defends islam doesnt want to see islam erased from existence why not crusade against the jews and the sandniggers class remember the golden rule if you hate trump for any reason you may as well be antifa and a jew yourself namethejew <user> is a jew,hatespeech,[ 0.615282   -0.55130565  0.16400251]
19948405_gab,a facile claim of anti semitism does not equal the new ones murder jews and are driving them out especially when the muslims are semites and the jews are khazars,hatespeech,[ 0.42309928 -0.44725525  0.3980315 ]
19953084_gab,lol oh yeah ok you wanna fight lets go queer anyone who jojns the military withour being drafted is a faggot too,offensive,[-0.10694987  0.02023073  0.7786523 ]
19986210_gab,the christ cuck sand nigger messiah cries out in pain as he shoots himself in the foot with his sand nigger religion lmao,hatespeech,[ 1.4076586  -1.3478894  -0.29408878]
20009853_gab,do not put your gab mug in the dishwasher the gab decal is not dishwasher safe 😢 <user> <user> edit only the black gab mug does this the white one will not thanks for the replacement gab ♥,normal,[-0.58169556  0.9329308   0.37160015]
20088200_gab,animals have hemoglobin and plasma too op bitch,offensive,[-0.4983095   0.46293157  0.8053749 ]
20121839_gab,says the retarded mong that had his here as nemesisofmycroft i broke you <number> yrs ago and you have never recovered,offensive,[-0.2657806   0.14679146  0.9564722 ]
20126355_gab,they are using arabs and africans to wipe out the western culture people it came from their mouths check my bitchute,hatespeech,[-0.3359075  0.3152503  0.6798418]
20162017_gab,backpedaling fails to point out exactly my comments and resumes to nonsensical aussie retarded babbles go choke on a cock you useless wrinkly aussie slag you are th descendants of the bottom feeders among limeys loll,hatespeech,[ 0.14110337 -0.12827294  0.6507084 ]
20185913_gab,and the pitifultruth is that when german women got to good to have german families the damned ragheads come in and rape them,hatespeech,[-0.30298358  0.42456037  0.4643477 ]
20188913_gab,so nice to see an american family in the white house and not the ghetto trash who was ruining our country maga gabfam britfam,hatespeech,[-0.345506   0.1480582  1.0396032]
20339304_gab,libtards are allowing jews and people of color to ruin america,hatespeech,[ 0.28784123 -0.31679052  0.46890527]
20501519_gab,only boer farmers are welcome the suburban white population initiated this holocaust on themselves they would only come here for the rainbow flags and abundant niggerdick,hatespeech,[-0.25397837  0.3417133   0.48113066]
20531142_gab,i am starting to think it the jews 👀,hatespeech,[ 0.02982068 -0.01431985  0.4251994 ]
20534860_gab,i can only assume that our govts are corrupted by saudi qatari money and in return have promised to put muslims above every non muslim citizen that the only thing that makes sense which means next ge we have to elect an uncorrupted govt,offensive,[-0.10068005  0.24317873  0.37357345]
20562194_gab,i mean i get that race exists but the qualifications are weird like we have caucasians that do not live in europe yet according to white supremacists here in the usa they are not classified as white,normal,[-0.2602393   0.33817458  0.5155647 ]
20567241_gab,the muslims have fled and are claiming benefits in europe and the jews are sitting safe and sound in new york and washington rubbing their hands together spending the proceeds of stolen oil,offensive,[ 0.12035789 -0.09294862  0.42033488]
20622181_gab,anyone who still votes for democrats is a fucking retarded idiot,offensive,[-0.6102722   0.28405303  1.5072184 ]
20693707_gab,antifa is currently burning everything in sight and beating people up stand down someone is shooting this school up stand down there are a bunch of illegal immigrants holding a rally let them stay it all good stand down rule of law my rear,offensive,[-0.78133965  0.8496268   0.6987347 ]
20695676_gab,america the rulers overlords at the federal local levels have made a declaration the lives of american citizens are no longer our concern as of this moment the only lives worth protecting defending are those of illegal aliens muslim terrorists libbyschaaf,hatespeech,[-0.12639539  0.16561058  0.54411995]
